ID;Cim;Ajanlatkérõ;Nyertes;Ár;Konzorciumi tagokra számolt ár;CRI;URL
14904;"Vállalkozási szerzõdés keretében Budapest fõváros XIV. kerület Zugló Önkormányzata tulajdonában lévõ 1142 Budapest, Erzsébet királyné útja 80. szám alatti társasház (fõépület és melléképületek) lebontási munkáinak;Budapest Fõváros XIV. Kerület Zugló Önkormányzata;ESPRIT BAU KERESKEDELMI ÉS SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG;18952000;18952000;0.48;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_28206_2010
14925;Vállalkozási szerzõdés keretében a Budapest XIV. kerület Benedek Elek Egységes Gyógypedagógiai Módszertani Intézet belsõ udvar felújítási munkáinak kivitelezése;Budapest Fõváros XIV. Kerület Zugló Önkormányzata;POLIP 2001 ÉPÍTÕIPARI, FAIPARI ÉS SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG;5800000;5800000;0.27;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_28707_2010
14953;Takarítás a Terézvárosi Két Tannyelvû Általános Iskolában;Budapest Fõváros VI. Kerület Terézváros Önkormányzatának Polgármesteri Hivatala;KI-TAKARÍT Szolgáltató Korlátolt Felelõsségû Társaság;6099600;6099600;0.08;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_32251_2010
14954;Tantárgyi és neveltségi mérések - eredmény;Budapest Fõváros X. Kerület Kõbányai Önkormányzat;MIOK PEDAGÓGIAI SZAKMAI SZOLGÁLTATÓ INTÉZET;950000;950000;0.20;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_32335_2010
14955;Tantárgyi és neveltségi mérések - eredmény;Budapest Fõváros X. Kerület Kõbányai Önkormányzat;MIOK PEDAGÓGIAI SZAKMAI SZOLGÁLTATÓ INTÉZET;3200000;3200000;0.16;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_32335_2010
15033;Budapest XVI. kerületben térfigyelõ rendszer kiépítése és üzemeltetése;Budapest Fõváros XVI.Kerület Önkormányzat;ERANDO Biztonságtechnikai Tanácsadó és Kereskedelmi Kft.;24343431;24343431;0.05;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_31987_2010
15034;Budapest XVI. kerületi Háziorvosi rendelõ homlokzat-felújítási munkái;Budapest Fõváros XVI.Kerület Önkormányzat;KIPEX Vendéglátó és Üzemeltetõ Korlátolt Felelõsségû Társaság;45923747;45923747;0.03;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_31998_2010
15038;Budapest XVI. kerületi önerõs útépítések XXVI.;Budapest Fõváros XVI.Kerület Önkormányzat;MÉLYKÖZÉP MÉLY- ÉS KÖZMÜÉPITÖ KFT;12904401;12904401;0.03;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_32101_2010
15039;Budapest XVI. kerületi önerõs útépítések XXVI.;Budapest Fõváros XVI.Kerület Önkormányzat;Magyar Aszfalt Korlátolt Felelõsségû Társaság;22182752;22182752;0.03;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_32101_2010
15040;Budapest XVI. kerületi önerõs útépítések XXVI.;Budapest Fõváros XVI.Kerület Önkormányzat;SWIETELSKY Magyarország Korlátolt Felelõsségû Társaság;16684048;16684048;0.03;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_32101_2010
15192;Budapest II. kerület Bel-Buda kerületrészének funkcióbõvítõ rehabilitációjának II. üteméhez kapcsolódó kiegészítõ munkák kivitelezése.(KÉtáj);Budapest Fõváros Ii. Kerületi Önkormányzat;Construm Beruházó és Kivitelezõ Korlátolt Felelõsségû Társaság;6543237;6543237;0.54;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26049_2010
15196;Kerületi Szabályozási tervek - 2010/II/b. tárgyú közbeszrerzési eljárásban tájékoztató az eljárás eredményérõl;Budapest Fõváros XI.Kerület Újbuda Önkormányzata;BUDAPEST FÖVÁROS VÁROSÉPITÉSI TERVEZÖ KFT /BFVT KFT/;3500000;3500000;0.53;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26469_2010
15237;Budai II. László Stadion hõellátó rendszerének épületgépészeti felújítása - tájékoztató;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;GENÉPSZER Generál Építõ és Szerelõipari Korlátolt Felelõsségû Társaság;14080163;14080163;0.15;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_30033_2010
15238;Pályázati útépítések Budapest XV. kerületében - tájékoztató;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;KOCSISGÉP Építõipari Szolgáltató Kft.;35614623;35614623;0.20;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_30045_2010
15239;Pályázati útépítések Budapest XV. kerületében - tájékoztató;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;KOCSISGÉP Építõipari Szolgáltató Kft.;29976873;29976873;0.20;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_30045_2010
15240;Pályázati útépítések Budapest XV. kerületében - tájékoztató;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;KOCSISGÉP Építõipari Szolgáltató Kft.;17974790;17974790;0.20;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_30045_2010
15248;Vállalkozási szerzõdés keretében a Zuglói Vagyonkezelõ Zrt. kezelésében lévõ önkormányzati tulajdonú ingatlanokon eseti megrendelés alapján lomtalanítási munkák végzése;Budapest Fõváros XIV. Kerület Zugló Önkormányzata;AVE Tatabánya Hulladékgazdálkodási és Környezetvédelmi Zártkörûen Mûködõ Részvénytársaság;0;0;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_30298_2010
15264;Könyvvizsgálat Rákosmentén;Budapest Fõváros XVII. Kerület Rákosmente Önkormányzata;LAW on CONTO Könyvvizsgáló Zártkörûen Mûködõ Részvénytársaság;950000;950000;0.16;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_31597_2010
15265;Könyvvizsgálat Rákosmentén;Budapest Fõváros XVII. Kerület Rákosmente Önkormányzata;LAW on CONTO Könyvvizsgáló Zártkörûen Mûködõ Részvénytársaság;350000;350000;0.13;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_31597_2010
15266;Könyvvizsgálat Rákosmentén;Budapest Fõváros XVII. Kerület Rákosmente Önkormányzata;LAW on CONTO Könyvvizsgáló Zártkörûen Mûködõ Részvénytársaság;200000;200000;0.13;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_31597_2010
15267;Könyvvizsgálat Rákosmentén;Budapest Fõváros XVII. Kerület Rákosmente Önkormányzata;LAW on CONTO Könyvvizsgáló Zártkörûen Mûködõ Részvénytársaság;150000;150000;0.13;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_31597_2010
15417;Vállalkozási Szerzõdés keretében Budapest XIV. kerületben a Rákospatak u. - Erzsébet királyné útja jelzõlámpás csomópont létesítése villamos elõnyben részesítéssel az ajánlati dokumentációban részletesen meghatározottak;Budapest Fõváros XIV. Kerület Zugló Önkormányzata;FÜRGE-ELEKTRONIKA Elektronikai és Számítástechnikai Tervezõ és Szolgáltató Korlátolt Felelõsségû Társaság;17468750;17468750;0.12;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_28401_2010
15418;Vállalkozási Szerzõdés keretében Budapest XIV. kerület Zugló területén forgalomtechnikai kivitelezési munkák végzése 4 helyszínen az ajánlati dokumentációban részletesen meghatározottak szerint;Budapest Fõváros XIV. Kerület Zugló Önkormányzata;Siemens termelõ, szolgáltató és kereskedelmi zártkörüen mûködõ részvénytársaság;44690000;44690000;0.31;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_28402_2010
15420;Vállalkozási Szerzõdés keretében Budapest XIV. kerületben útépítés 2 helyszínen, gyalogos-átkelõhely létesítése 2 helyszínen, és parkolási helyzet rendezése 1 helyszínen az ajánlati dokumentációban részletesen meghatározottak;Budapest Fõváros XIV. Kerület Zugló Önkormányzata;PUHI-TÁRNOK UT ÉS HIDÉPITÖ KFT;8230638;8230638;0.13;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_28417_2010
15421;Vállalkozási Szerzõdés keretében Budapest XIV. kerületben útépítés 2 helyszínen, gyalogos-átkelõhely létesítése 2 helyszínen, és parkolási helyzet rendezése 1 helyszínen az ajánlati dokumentációban részletesen meghatározottak;Budapest Fõváros XIV. Kerület Zugló Önkormányzata;PUHI-TÁRNOK UT ÉS HIDÉPITÖ KFT;5813365;5813365;0.09;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_28417_2010
15422;Vállalkozási Szerzõdés keretében Budapest XIV. kerületben útépítés 2 helyszínen, gyalogos-átkelõhely létesítése 2 helyszínen, és parkolási helyzet rendezése 1 helyszínen az ajánlati dokumentációban részletesen meghatározottak;Budapest Fõváros XIV. Kerület Zugló Önkormányzata;SWARCO Traffic Hungaria Korlátolt Felelõsségû Társaság;2832696;2832696;0.09;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_28417_2010
15423;Vállalkozási Szerzõdés keretében Budapest XIV. kerületben útépítés 2 helyszínen, gyalogos-átkelõhely létesítése 2 helyszínen, és parkolási helyzet rendezése 1 helyszínen az ajánlati dokumentációban részletesen meghatározottak;Budapest Fõváros XIV. Kerület Zugló Önkormányzata;SWARCO Traffic Hungaria Korlátolt Felelõsségû Társaság;1964202;1964202;0.09;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_28417_2010
15424;Vállalkozási Szerzõdés keretében Budapest XIV. kerületben útépítés 2 helyszínen, gyalogos-átkelõhely létesítése 2 helyszínen, és parkolási helyzet rendezése 1 helyszínen az ajánlati dokumentációban részletesen meghatározottak;Budapest Fõváros XIV. Kerület Zugló Önkormányzata;SWARCO Traffic Hungaria Korlátolt Felelõsségû Társaság;10083366;10083366;0.09;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_28417_2010
15435;"Budapest 2010. évi útfelújítások II. ütem 1. szakasz lebonyolítói munkái és mûszaki ellenõri feladatok ellátása";Budapest Fõváros Önkormányzata;EUROUT Mérnöki Tanácsadó Szervezõ és Kereskedelmi Korlátolt Felelõsségû Társaság;576000;576000;0.09;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_28496_2010
15436;"Budapest 2010. évi útfelújítások II. ütem 1. szakasz lebonyolítói munkái és mûszaki ellenõri feladatok ellátása";Budapest Fõváros Önkormányzata;EUROUT Mérnöki Tanácsadó Szervezõ és Kereskedelmi Korlátolt Felelõsségû Társaság;664000;664000;0.05;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_28496_2010
15438;Kerületi Szabályozási Tervek - 2010/II. tárgyú közbeszerzési eljárásban tájékoztató az eljárás eredményérõl;Budapest Fõváros XI.Kerület Újbuda Önkormányzata;BUDAPEST FÖVÁROS VÁROSÉPITÉSI TERVEZÖ KFT /BFVT KFT/;1380000;1380000;0.12;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_28505_2010
15439;Kerületi Szabályozási Tervek - 2010/II. tárgyú közbeszerzési eljárásban tájékoztató az eljárás eredményérõl;Budapest Fõváros XI.Kerület Újbuda Önkormányzata;BUDAPEST FÖVÁROS VÁROSÉPITÉSI TERVEZÖ KFT /BFVT KFT/;1780000;1780000;0.09;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_28505_2010
15485;Tájékoztató az eljárás eredményérõl - Szociális intézmények felújítása 2010;Budapest Fõváros III. Kerületi Óbuda-Békásmegyer Önkormányzat Polgármesteri Hivatala;DOWEX Szolgáltató és Kereskedelmi Korlátolt Felelõsségû Társaság;36000000;36000000;0.31;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_28983_2010
15486;Tájékoztató az eljárás eredményérõl - Szociális intézmények felújítása 2010;Budapest Fõváros III. Kerületi Óbuda-Békásmegyer Önkormányzat Polgármesteri Hivatala;DOWEX Szolgáltató és Kereskedelmi Korlátolt Felelõsségû Társaság;7070363;7070363;0.19;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_28983_2010
15507;Irodák felújítása 2010. évi ütem;Budapest Fõváros Önkormányzata;Építõ-és épületkarbantartó Zártkörûen Mûködõ Részvénytársaság;72022400;72022400;0.09;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_29293_2010
15524;Rákosmente Önkormányzat-közétkeztetés;Budapest Fõváros XVII. Kerület Rákosmente Önkormányzata;PENSIO 17 VENDÉGLÁTO KFT;1000000000;1000000000;0.37;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_18740_2010
15558;Budapest X. kerület Halom u. 33. szám alatti bölcsõde építése tájékoztató az eljárás eredményérõl;Budapest Fõváros X. Kerület Kõbányai Önkormányzat;Zalai Általános Építési Vállalkozó Zártkörûen Mûködõ Részvénytársaság;342069082;342069082;0.19;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_29508_2010
15582;Budapest XVI. Kerületi Önkormányzat Polgármesteri Hivatal egyes irodáinak felújításához kapcsolódó kiegészítõ építési beruházás;Budapest Fõváros XVI.Kerület Önkormányzat;PRECIZ Épületgépészeti, Építészeti Szolgáltató Kft.;1926990;1926990;0.53;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_31546_2010
15583;Budapest XVI. kerület Havashalom park zöldfelület rendezéséhez kapcsolódó vízszikkasztás kiépítése;Budapest Fõváros XVI.Kerület Önkormányzat;EVERLING Építõ,Termelõ és Szolgáltató Korlátolt Felelõsségû Társaság;10771025;10771025;0.56;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_31550_2010
15584;Intézmények homlokzati nyílászáróinak cseréje;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;BAYER CENTER KERESKEDELMI KFT;9500000;9500000;0.19;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_31681_2010
15585;Intézmények homlokzati nyílászáróinak cseréje;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;BAYER CENTER KERESKEDELMI KFT;15600000;15600000;0.17;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_31681_2010
15632;Élelmiszerek és alapanyagok beszerzése és kiszállításáa;Budapest Fõváros XVI. Kerületi Önkormányzat Egyesített Bölcsõde;IMMOFIX Ingatlanforgalmazó és Kereskedelmi Korlátolt Felelõsségû Társaság;4240887;4240887;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_25149_2010
15633;Élelmiszerek és alapanyagok beszerzése és kiszállításáa;Budapest Fõváros XVI. Kerületi Önkormányzat Egyesített Bölcsõde;IMMOFIX Ingatlanforgalmazó és Kereskedelmi Korlátolt Felelõsségû Társaság;5891781;5891781;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_25149_2010
15634;Élelmiszerek és alapanyagok beszerzése és kiszállításáa;Budapest Fõváros XVI. Kerületi Önkormányzat Egyesített Bölcsõde;MORTAK FRUIT Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság;3828260;3828260;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_25149_2010
15635;Élelmiszerek és alapanyagok beszerzése és kiszállításáa;Budapest Fõváros XVI. Kerületi Önkormányzat Egyesített Bölcsõde;IMMOFIX Ingatlanforgalmazó és Kereskedelmi Korlátolt Felelõsségû Társaság;1882856;1882856;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_25149_2010
15636;Élelmiszerek és alapanyagok beszerzése és kiszállításáa;Budapest Fõváros XVI. Kerületi Önkormányzat Egyesített Bölcsõde;NATUR-ROST KERESKEDELMI ÉS SZOLGÁLTATO KFT;1519539;1519539;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_25149_2010
15637;Kispesti Egészségügyi Intézet energetikai korszerûsítésének bérlése.;Budapest Fõváros XIX. Kerület Kispest Önkormányzat;COTHEC Energetikai Üzemeltetõ Kft.;29960000;29960000;0.26;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_25316_2010
15744;Vass Lajos Általános Iskola udvarán korszerû mûfüves sportpálya építése és az iskola udvarán a meglévõ játszóudvar felújítása;Budapest Fõváros XIX. Kerület Kispest Önkormányzat;ZÖFE Zöldterület-fenntartó és Fejlesztõ Korlátolt Felelõsségû Társaság;19447465;19447465;0.22;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_30031_2010
15746;Bólyai János Általános Iskola udvarán futballra alkalmas mûfüves sportpálya és hangtompított kerítés építése.;Budapest Fõváros XIX. Kerület Kispest Önkormányzat;ZÖFE Zöldterület-fenntartó és Fejlesztõ Korlátolt Felelõsségû Társaság;15488535;15488535;0.22;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_30044_2010
15824;Budapest XVIII. kerületi Karinthy F. Gimnázium földgáztüzelésû kazántelepének felújítása - eredménytájékoztató;Budapest XVIII. Kerület Pestszentlõrinc-Pestszentimre Önkormányzata;NOVOTERM ÉPITÖIPARI, ÉPÜLETGÉPÉSZETI, KERESKEDELMI ÉS SZOLGÁLTATO KFT;0;0;0.09;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26957_2010
15830;Budapest, XV. kerület önerõs útépítések - tájékoztató;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;KOCSISGÉP Építõipari Szolgáltató Kft.;22896000;22896000;0.13;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_27046_2010
15831;Budapest, XV. kerület önerõs útépítések - tájékoztató;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;KOCSISGÉP Építõipari Szolgáltató Kft.;12320000;12320000;0.12;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_27046_2010
15832;Budapest, XV. kerület önerõs útépítések - tájékoztató;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;KOCSISGÉP Építõipari Szolgáltató Kft.;14520000;14520000;0.12;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_27046_2010
15874;Közösségi közlekedés elõnyben részesítése" c. projektek kivitelezési munkái - I. ütem;Budapest Fõváros Önkormányzata;Magyar Aszfalt Korlátolt Felelõsségû Társaság;228197531;228197531;0.25;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_28607_2010
15875;Közösségi közlekedés elõnyben részesítése" c. projektek kivitelezési munkái - I. ütem;Budapest Fõváros Önkormányzata;Magyar Aszfalt Korlátolt Felelõsségû Társaság;151275075;151275075;0.24;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_28607_2010
15897;Intézményi felújítési és rekonstrukciós munkák 3 telephelyen;Budapest Fõváros Önkormányzatának Fõvárosi Gyermekvédelmi Intézmények Gazdasági Szervezete;BIESS ZOLTÁN JÁNOS;16167876;16167876;0.31;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_30693_2010
16175;Budapest, XV. kerület, Zsókavár projekt I. ütem - tájékoztató;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;BAYER CENTER KERESKEDELMI ÉS SZOLGÁLTATO KFT;155473792;155473792;0.22;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26034_2010
16176;Budapest, XV. kerület, Zsókavár projekt I. ütem - tájékoztató;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;Fõv-2 Építõipari és Beruházó Zártkörûen Mûködõ Részvénytársaság;169084926;169084926;0.22;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26034_2010
16191;Budapest XVI. kerület Anilin utca és Andócs utca járda és zöldfelület építések;Budapest Fõváros XVI.Kerület Önkormányzat;MÉLYKÖZÉP MÉLY- ÉS KÖZMÜÉPITÖ KFT;14551540;14551540;0.42;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26452_2010
16192;Budapest XVI. Kerületi Jókai Mór Általános Iskola felújítása 1. ütem;Budapest Fõváros XVI.Kerület Önkormányzat;SOLYSZOLG TERMELÖ, KERESKEDELMI ÉS SZOLGÁLTATO KFT;65900000;65900000;0.03;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26473_2010
16193;Új bölcsõde építése a Budapest XVI. Kerület Felsõmalom u. 5-7. sz. alatti ingatlanon;Budapest Fõváros XVI.Kerület Önkormányzat;Progress-B'90 Építõipari és Fõvállalkozó Zártkörûen Mûködõ Részvénytársaság;377000000;377000000;0.14;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26479_2010
16202;A XIX. - XX. ker. Nagykõrösi út menti lakóterületek zaj elleni védelme második üteme (zajárnyékoló fal) kiviteli munkáihoz lebonyolítói és mûszaki ellenõri feladatok ellátása;Budapest Fõváros Önkormányzata;MEGALIT MÉRNÖKI IRODA KFT;995000;995000;0.06;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26724_2010
16204;"Budapest Fõváros Önkormányzata által európai uniós támogatással megvalósított projektek záró projekt elõrehaladási jelentéseinek benyújtásához szükséges független könyvvizsgálói feladatok ellátása";Budapest Fõváros Önkormányzata;K-E-S AUDIT Könyvvizsgáló, Könyvvezetõ és Adószakértõ Kft.;2950000;2950000;0.11;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26763_2010
16206;"Budapest Fõváros Önkormányzata által európai uniós támogatással megvalósított projektek záró projekt elõrehaladási jelentéseinek benyújtásához szükséges független könyvvizsgálói feladatok ellátása";Budapest Fõváros Önkormányzata;K-E-S AUDIT Könyvvizsgáló, Könyvvezetõ és Adószakértõ Kft.;2940000;2940000;0.11;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26763_2010
16207;"Budapest Fõváros Önkormányzata által európai uniós támogatással megvalósított projektek záró projekt elõrehaladási jelentéseinek benyújtásához szükséges független könyvvizsgálói feladatok ellátása";Budapest Fõváros Önkormányzata;K-E-S AUDIT Könyvvizsgáló, Könyvvezetõ és Adószakértõ Kft.;2850000;2850000;0.11;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26763_2010
16208;"Budapest Fõváros Önkormányzata által európai uniós támogatással megvalósított projektek záró projekt elõrehaladási jelentéseinek benyújtásához szükséges független könyvvizsgálói feladatok ellátása";Budapest Fõváros Önkormányzata;LAW on CONTO Könyvvizsgáló Zártkörûen Mûködõ Részvénytársaság;500000;500000;0.11;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26763_2010
16210;"Budapest Fõváros Önkormányzata által európai uniós támogatással megvalósított projektek záró projekt elõrehaladási jelentéseinek benyújtásához szükséges független könyvvizsgálói feladatok ellátása";Budapest Fõváros Önkormányzata;PERTIA Könyvvizsgáló Zártkörûen Mûködõ Részvénytársaság;69000;69000;0.11;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26763_2010
16211;"Budapest Fõváros Önkormányzata által európai uniós támogatással megvalósított projektek záró projekt elõrehaladási jelentéseinek benyújtásához szükséges független könyvvizsgálói feladatok ellátása";Budapest Fõváros Önkormányzata;LAW on CONTO Könyvvizsgáló Zártkörûen Mûködõ Részvénytársaság;200000;200000;0.11;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26763_2010
16212;"Budapest Fõváros Önkormányzata által európai uniós támogatással megvalósított projektek záró projekt elõrehaladási jelentéseinek benyújtásához szükséges független könyvvizsgálói feladatok ellátása";Budapest Fõváros Önkormányzata;PERTIA Könyvvizsgáló Zártkörûen Mûködõ Részvénytársaság;69000;69000;0.11;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26763_2010
16213;"Budapest Fõváros Önkormányzata által európai uniós támogatással megvalósított projektek záró projekt elõrehaladási jelentéseinek benyújtásához szükséges független könyvvizsgálói feladatok ellátása";Budapest Fõváros Önkormányzata;PERTIA Könyvvizsgáló Zártkörûen Mûködõ Részvénytársaság;79000;79000;0.11;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26763_2010
16214;"Budapest Fõváros Önkormányzata által európai uniós támogatással megvalósított projektek záró projekt elõrehaladási jelentéseinek benyújtásához szükséges független könyvvizsgálói feladatok ellátása";Budapest Fõváros Önkormányzata;PERTIA Könyvvizsgáló Zártkörûen Mûködõ Részvénytársaság;169000;169000;0.11;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26763_2010
16215;"Budapest Fõváros Önkormányzata által európai uniós támogatással megvalósított projektek záró projekt elõrehaladási jelentéseinek benyújtásához szükséges független könyvvizsgálói feladatok ellátása";Budapest Fõváros Önkormányzata;PERTIA Könyvvizsgáló Zártkörûen Mûködõ Részvénytársaság;69000;69000;0.11;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26763_2010
16216;"Budapest Fõváros Önkormányzata által európai uniós támogatással megvalósított projektek záró projekt elõrehaladási jelentéseinek benyújtásához szükséges független könyvvizsgálói feladatok ellátása";Budapest Fõváros Önkormányzata;PERTIA Könyvvizsgáló Zártkörûen Mûködõ Részvénytársaság;158000;158000;0.11;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26763_2010
16217;"Budapest Fõváros Önkormányzata által európai uniós támogatással megvalósított projektek záró projekt elõrehaladási jelentéseinek benyújtásához szükséges független könyvvizsgálói feladatok ellátása";Budapest Fõváros Önkormányzata;PERTIA Könyvvizsgáló Zártkörûen Mûködõ Részvénytársaság;79000;79000;0.11;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26763_2010
16218;"Budapest Fõváros Önkormányzata által európai uniós támogatással megvalósított projektek záró projekt elõrehaladási jelentéseinek benyújtásához szükséges független könyvvizsgálói feladatok ellátása";Budapest Fõváros Önkormányzata;PERTIA Könyvvizsgáló Zártkörûen Mûködõ Részvénytársaság;69000;69000;0.11;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26763_2010
16219;"Budapest Fõváros Önkormányzata által európai uniós támogatással megvalósított projektek záró projekt elõrehaladási jelentéseinek benyújtásához szükséges független könyvvizsgálói feladatok ellátása";Budapest Fõváros Önkormányzata;PERTIA Könyvvizsgáló Zártkörûen Mûködõ Részvénytársaság;159000;159000;0.11;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26763_2010
16220;"Budapest Fõváros Önkormányzata által európai uniós támogatással megvalósított projektek záró projekt elõrehaladási jelentéseinek benyújtásához szükséges független könyvvizsgálói feladatok ellátása";Budapest Fõváros Önkormányzata;PERTIA Könyvvizsgáló Zártkörûen Mûködõ Részvénytársaság;99000;99000;0.11;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26763_2010
16221;"Budapest Fõváros Önkormányzata által európai uniós támogatással megvalósított projektek záró projekt elõrehaladási jelentéseinek benyújtásához szükséges független könyvvizsgálói feladatok ellátása";Budapest Fõváros Önkormányzata;PERTIA Könyvvizsgáló Zártkörûen Mûködõ Részvénytársaság;79000;79000;0.11;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_26763_2010
